Data,Sentiment
এই সব পুলিশ দেরকে হোঘা দিয়া গুলি কয়রা মারার দরকার,2
এবং কুলাংগাদের আজীবন জন্য নিষিদ্ধ করা হক,2
সালা পাপন তুইসালা আসলেই চোরের বড় বাপ তুই কি করে জানিস লোকমাইন্নায় জীবনেও মদ খায় নি জুয়া খেলেনি তুইতো তাহলে তার চেয়ে বড় জুয়াড়ি আর তুই নিজে কত হাজার কোটি লুকিয়ে রেখেছিস সুই ব্যাংক এ তা মনে হয় তুই নিজেই জানিস না সালারা পদবি পেয়ে দেশটাকে লুটে পুটে খাইতেছে,2
"সালা মাগির পোলারা তোগো মাইরে চুদি , পরালিখা কইরা ও বুজি মানুষ হলি না তোর ভইনেরে চুদি ",2
যমদূত বোঝা যাচ্ছে এখনো প্রচুর রাজাকারের বীজ ছড়িয়ে আছে বাংলাদেশে যারা পাকিস্তানের প্রেমে পাগল । এরা কিন্তু বাংলাদেশের পক্ষে চূড়ান্ত ক্ষতিকর,2
"এইসব বেশ্যাদের জন্য ভালো পার্লার গুলোর বদনাম , এ জন্য পার্লারের মেয়েদের খারাপ বলে অথচ সবাই খারাপ না ",2
আমি আপনার কাছে জানতে চাই যে একজন মুসলমান হিসেবে বঙ্গবন্ধুকে জাতির পিতা বলেন কি হিসেবে,2
আর আপনে এমন ভাবে বলতাছেন মনে হয় জান্নাতে খাবার খাইতাছেন পেইড রিভিউ অফ করেন ভাই,2
বাংলাদেশের হাফেজে কোরান ছেলেরা বিস্ব জয় করে তাদের কোনো খবর নাই আর কোথার বালের রানা ফানা নিয়া ফালা ফালি প্রোতি জগিতায়,2
এই দেশে কেবল একজনের বাবার খুনের বিচার হয় । আর কোন বাবা তার সন্তানের খুনের বিচার পায় না,2
"গান শুনে মনে হয় , কুত্তা কুত্তা গেও গেও করতাছে । এই সব বাদ দিয়ে ভালো হয়ে জাও ",2
পুলিশের মাকে দোচতে হবে আগে,2
শালার মাল আউট হল কি ভাবে । যেখানে ১৫ থেকে ১৬ বছরের নিচে মাল বের হয় না ও সেখানে ১০ বছর বয়সে সন্তান জন্ম দেয় । শালা পাগলের দেশ একটা,2
আরে জত কুলাজ্ঞার কাজ পুলিশ বাহিনী করে টাকার ব্যাগ ক্যামেরায় দেখে ও পুলিশ বলছে প্রমান পাইলে ব্যবস্তা নিবে জত সব চাদা বাজি ,2
"খাওয়ার স্টাইল দেক্লেই বমি আসে ছি ্‌্‌ , বস্তি ",2
ডান হাত বাম হাত দুইহাত মিলায়া খাইসে,2
আপনার পাশে যে একজন আসহায় মানুষ দাড়ানো আছে তাকে যদি একটা দিতেন তাহলে ভিডিও টা আরো ভাল লাগতো.,2
এইগুলার জন্যে দেশের উন্নয়ন বাধাগ্রস্ত হচ্ছে । তাই বিনিত অনুরোধ রইল এদের উচিত শিক্ষা দেয়া হোক যা দেখে কোন পুলিশ যানোয়ার এ পরিনত না হয়,2
"আমিনিয়া আগে ভালো ছিল , এখন জঘন্য রেস্টুরেন্টের মধ্যে একটা , খাওয়ারের কোয়ালিটি জঘন্য , কিছুদিন আগেই মরা কুকুরের মাংসের জন্য কেস খেয়েছিল ",2
চোরের বিচার চোরের কাছে দিয়া কোনো লাভ নাই সব চোদানির পোলারা হইলো চোর । এটা কোন নতুন কিছু না নতুন কিছু চুরির খবর থাকলে সেইটা বলে না,2
খাবার তো বাম হাতে পরিবেশন করছেন । তাই আসবো না,2
পিছনের আওয়াজগুলিতো ভীষণ বিরক্তিকর । আপনি যেখানে থাকেন সেখানে এগুলি কী কিছুই খান না । ছোলার ডালের উপর যে নারিকেল টুকরো দেওয়া আছে তাও বুঝতে পারেন না । কী ধরণের খাদ্যরসিক যে আপনি,2
"খাওয়ার সময় সাপের মত নডা চডা টা বন্ধ করলে অনন্ত মানুষ মনে হইত । নাকে ধাক্কা , শর্ট সার্কিট ধাক্কা এগুলো কই পাইছস ভাই একটু বুঝাই বলবি ",2
এ সব বদমাশ দের বিচার করা হবে না এটা সবাই জানে,2
বাংলাদেশের ক্রিকেট মানে আশরাফুল কে ধ্বংস করতে পারলে তারা বাঁচে কারণ আশরাফুলকে ধ্বংস করার পিছনে তাদের হাত ছিল ,2
দেশ টা এ কটা বাইঞ্চোদি দেশ,2
এইসব ফকির ফাকরা নাকি রেপার হইবো কন্ঠ শুনে মনে হয় ডেন্ডি খায় বাল পাকনা পোলা ক্লাস ফাইভ পর্যন্ত সরকারি স্কুলে ফ্রী পড়াশোনা ক্লাস ওয়ানে নাকি বেতন দিতে পারে না । যত্তসব আজাইরা কথাবার্তা । আরেক আবাল পাগল হালায় ওরে ভাইরাল করছে দুইটা গাঞ্জা খোর ,2
মানবতার চরম নৈতিক অবক্ষয় এরা আর মানুষ হবে বলে মনে হয় না । পুলিশ একটা খালি বলে মনে হয় এখন,2
শ্রদ্ধা কাপুর কে মানাবে না । অন্য হিরোইন কে দেখতে চাই,2
"কুত্তার বাচ্চারা , সালারা সারাজীবন শুধু আস্বাস দিয়েযাবে , কার্যকর যে কি জিনিস তা দেখলাম না  ",2
পাপনকে গেপ্তোর করা হোক । ঔ জড়িত আছে । ও সব জানে । এমন কি সেও ভাগ পেতো ,2
ওপারে চলে যাক আরো কিছু নরপিশাচ পুলিশ কর্মকর্তা,2
প্রশাসনিক সন্ত্রাসের কারনে দেশের এ অবস্থা,2
তাদের প্রত্যেকের চেহারা দেখানো একান্ত আবশ্যক । বরং না দেখানোটা আরেকটা অন্যায় । কারণ এটা অন্যায়ের সুযোগ করে রাখছে বা অনুপ্রেরনায় সহযোগিতা করছে,2
ফহিন্নির পোলারা তদের কে বলছি সুন ,2
বড় পদে এসব পাগল নামটা কি পাপন তা না হয়ে পাগল হলে অনেক সুন্দর হইত কি শিক্ষিত মা-বাবা নামটাই জাহান্নাম এর টিকেট,2
"ইন শা আল্লাহ কিছু হবে না , এই কথা বললে কি সমস্যা হতো , বেশি গর্ব করো না , না হয় টাইটানিক এর মতো অবস্থা হবে , আল্লাহ আমাদের দেশকে ও দেশের মানুষদের সকল প্রকার বিপদআপদ থেকে রক্ষা করুক ",2
পুলিশদের এটা কোন নতুন ব্যপার না,2
সব আপনি খান । সেলিনা আপাকে ঠিকঠাক দিলেন না । অবিবেচক মানুষ,2
ভিডিও তে শালায় প্যান্ট শার্ট পড়া ছিল আর এখন সাধু সাজতে পাঞ্জাবি পড়ছে এতেই বুঝা যায় ডিসি ঐ মাইয়ার সাথে আকাম করছে ? কিছু দিন পর আবার যাতে মেযেটা প্রেগনেট না বলে তাই শাক দিযে মাছ ডাকছে ?,2
কোন ভাষায় বললে এইগুলাগ লজ্জা হবে আমার জানা নাই,2
আবরার হত্যার বিচার ও ভারতের সাথে সব চুক্তি বাতিল করতে হবে । আমরা ভারতের সাথে সম্পর্ক রাখতে চাই না,2
আপ নার কনো তুলুনা হয় না নাইছ ফাসি চাই,2
"দেশে থাকিনা তাই , আমার বড়আব্বা দেশে থাকে ওনাকে 9 দিন আগে সন্ত্রাসী ধরে 2 লাখ 65 হাজার টাকা কেড়ে নিয়েছে , এবং মারধর করছে ",2
"ক্লাব গুলো যেহেতু ক্যাসিনোতে পরিনিত হয়ছে , তার দায় ভার পাপন ও সালাউদ্দিন সাহেব কে নিতে হবে ",2
মেয়েদের সাথে সাথে ঐ পুরুষ ও মালিকদেরও,2
বিশ্বাস না করলে তোরা চোদা খা,2
মাছের দাম এতো বেশি ? মালয়েশিয়া কতো সস্তায় পাওয়া যায় ভালো খাবার,2
ভাই হাতিকে না মেরে হাতির মালিককে মার,2
এরা ঘোষ ছাড়া কিছু বুজে না,2
এই শালার মাউনরা সব জায়গায় জ্বালায় । তোদের দেশে কি কিছু খাওয়ায় এরকম ভিখিরির বাচ্ছারা । এই দেশের হিন্দুরা গরু খায় বুঝলি ? আর ক্ষুধার্ত দের কোন ধর্ম নেই,2
যে দেশে সুষ্ঠু গণতন্ত্র নেই গণতন্ত্রের নামে স্বৈরশাসন চলছে মানুষ দেখানো নির্বাচন হচ্ছে সেই দেশে কোনদিন উন্নতি বয়ে আনতে পারে না ওই দেশ নিঃসন্দেহে একসময় গৃহযুদ্ধে লিপ্ত হয়ে যায় কিন্তু অত্যাচারী জালিমদের বেঁচে থাকে মারা যায় অনকিত মানুষ শুধু সাধারণ জনগন,2
তার জন্য আমাদের ক্রিকেটটা ধংস হয়ে যাচ্ছে ,2
এক্ষেত্রে তাকে তার এলাকায় এমপি কে দিতে হয় 20 - 30 লক্ষ টাকা এবং তার মন যোগিয়া নমিনেশন আনতে হয় ,2
"ঐ দোকানদারটা আসলে সিলেটি না , বাইরে থেকে এসে সিলেটি থাকছে । সেটা ওর কথাবার্তা আর ব্যবহার দেখেই বুঝা যায় । কারন সিলেটিরা বাইরে থেকে আসা মেহমানদরন প্রতি অনেক বেশি আন্তরিক হয় । যেটা সবারই জানা ",2
মাদারচুদ পুলিশযে হোমকি দিল তার কি হবে,2
আমি ভারতের লোক হয়ে বলছি এই পাষনড দের উপযুক্ত সাজা না দিলে আমার মত মায়েরা সবসময় ভয়ে থাকব কখন আমাদের সন্তান কেও হারাব,2
"পাবেনাতো টাকা , এটা একটা অবৈধ টাকা হাতানোর পন্থা ",2
ওওওওওও তো বিএনপি জামায়াত এর লোক এটাই অপরাধ । এই দেশ কেন স্বাধীন বাংলা হয়েছে ? জাতি জানতে চায়,2
সাংবাদিক ভাইয়েরা এখনো সময় আছে সবাই একত্রিত হন অন্যায়ের বিরুদ্ধে । না হয় দেশের রাজা পুলিশ কাউকে ছাড়বে না । পুলিশের জবাবদিহিতা না থাকার কারণে যা ইচ্ছা তা করে যাচ্ছে,2
হিজরাদের মতো তালি মারা,2
"শিক্ষা জাতির মেরুদন্ড না , ! ",2
আইন সবার জন্য সমান হওয়া উচিত । তার বন্ধু যেনো ধুয়া তুলশি পাতা । তার বন্ধু ক্যাসিনোর মাধ্যমে জুয়া করছে । আর পাপন ক্রিকেটারদের নিয়ে জুয়া খেলতাছে । দুই জুয়ারু ,2
"আবরারকে মারার দায়ে তাদের ফাঁসি দেওয়া উচিত , তাহলে সাময়িক বরখাস্ত কেন , আপনাদের ভাষায় স্পষ্ট বুঝতে পারছি তাদের মুক্তি দিয়ে দিবেন ",2
চিকিৎসার নামে টাকা মেরে দিবে,2
এগুলো ভারতের মালায়ন বিচার হবেনা,2
"* পুলিশের মতন আচুদা , জারত , পৃথীবিতে 2টা নাই । পুলিশ রা একটাও মাইনষের চুদা না সব মাদারচোদেরা আচুদা । * ",2
ফ্রেন্ড না ছাই.বয় ফ্রেন্ড.ছরি গার্ল ফ্রেন্ড. না না তাও তো না,2
পাপন খানকিরপুতেরে বাদ দেওয়া হোক,2
"পুলিশের চাকরি নেয় দেশের দশের ভালো করার জন্য তাদের রক্ষা করার জন্য , আর এই খানকির পোলারা আসলেই যদি জারজ না হইতো তাহলে অবশ্যই তাদের দায়িত্ব পালন করতো ",2
"হাতি ঘুরা গেলো তল পিপরা বলে কত জল , ষেসে লাও আর কদু থাকবে ভেপারী থাকবেনা. ",2
ও রে ভাই পশু ঘোষ ছাড়া কিছুই হবে না,2
"ব্যারিষ্টার সুমন কে না বলুন সকলে একসাথে , ! সেই পূজায় লাইভে আসে , ! আবরার হত্যা নিয়ে কেন লাইভে আসেনি তার মানে খুনিরা আওয়ামী জাহেলিয়াতের গোষ্ঠী তাই মনে হয় ",2
দেশে সন্ত্রাস ও জঙ্গিবাদের মূল হোতা হচ্ছে আওয়ামী লীগ ও পুলিশ,2
* আদনান তোর বৌয়ের ভোদা খাবো । খুব মিষ্টি রস বেরোয় তোর বৌয়ের ভোদা থেকে । *,2
কিছুদিন আগেও বাংলাদেশের কোচ হওয়ার জন্য ঘুরছিলো ,2
অনেক অনেক বিদেশী আছে আমাদের দেশে । আর তারা এদেশে কি কি করে তা কম বেশি সবাই যানে । পুলিশ সব জায়গাএকি ভুমিকা পালন করে না,2
ব্রাহ্মণ আদালত রাজধানীতে রকম অভিযান চালায় তাহলে দেশ গ্রামের অবস্থা কি হতে পারে একবার ভেবে দেখেন আপনার কিছু কিছু ডায়গনিক সেন্টার ওষুধের দাম বেশি ডায়গনিক সেন্টার পরীক্ষা - নিরীক্ষার অনেক বেশি করে একটা কনিকেরস আমার জন্য আবারো এরকমই করবে,2
"নিজে এই ভাবে একা ঝোলা না ভরে । গরীব মানুষ দের মাঝে কিছু বিলিয়ে দেন । ভালো ভালো খাবার হোটেল না খুজে , অসহায় এতিম মানুষ গুলোর পাশে দাঁড়ান , আপনার তো দাড়ানোর মত শক্তি আছে ",2
যে দেশ এ টাকা দিয়ে সরকারি চাকরি নিতে হয় সেই দেশ এর সরকারি পুলিশ কেমন জনগণ এর উপকার করবে তা বোঝায় যায়,2
"তার বন্ধু , কোন দিন মদও খাননি ",2
"আদনানদা আপনি ঠিকঠাক লোকের রেকমেন্ডেশান নিন , ভুলভাল কেউ আপনাকে ভুলভাল জায়গা রেকমেন্ড করেছে ",2
সারা বাংলাদেশের সব শিক্ষা প্রতিষ্ঠানেই এমনটা হয় । শুধু বুয়েটে না । যদি ছাত্রলীগ না করা হয় তাহলেই মার ,2
আমরা সাধারন জণগন সরকারের কাচে অনুরুদ করতেচি পতিতার ছেলে মেয়ে কে জেন পুলিশের চাকরি না দেয় হয়,2
ভাইয়া রাগ করবেন না । একটা কথা বলি ? খাবার সময় প্লিজ এই চাকুম চুকুম আওয়াজ করবেন না । খুব বিশ্রী লাগে,2
অতিরক্ত কোন কিছুই ভালো না,2
আমি তো ভেবে ছিলাম এই টা ছেলের মা হবে হয় তো কিন্তু এটা তার গফ জেনে পেট টা মোচর দিলো,2
"ওনার চিন্তাভাবনা এবং আইডিওলজির লেভেল বুঝার মতো অ্যান্টেনা আপনার না থাকলে আপনি বুঝবেন না এটাই স্বাভাবিক , এটা আপনার দোষ না , সীমাবদ্ধতা ",2
এটা একটা গেম ভাই । বুঝলেন না কোলকাতা বাসী কে খুশি করে এন আর ছি করবে বি জি পি ,2
এই পুলিশ সবসময় দুর্নীতিবাজ । আওয়ামীলীগের আমলে আরো । বেশি দুর্নীতিতে জড়িয়েছে । হাসিনা কে ব্ল্যাক মেইল করছে পুলিশ,2
এরাহাশু আপার মুরিদ এদের কিছু হবেনা,2
"সুলতান ডাইনের প্রশংসা শুনে গিয়েছিলাম খেতে , আমি হতাশ ভিডিও তে খুব ভালো দেখায় , বাস্তবে তার সাথে কোন মিল নেই । হতাশ হতাশ ",2
"মাগী গুলি দশ বেডারে চো * দেয় , আর এইখানে মুখ ঘুরিয়ে রেখেছে , এইগুলো পেন্টি সহ খুলে টানবাজার পাঠানো হোক ",2
আপনার প্রোগ্রাম গুলো আমার সবই দেখা হয় আপনার মধ্যে একটা আর্টিস্টিক ব্যাপার আছে খাবার খেলে হয় না খাবারের মধ্যে একটি শিল্প ভাব আপনি তৈরি করেছেন এটি হওয়া উচিত ধন্যবাদ ঢাকা ফার্মগেট থেকে মানসুর,2
ওই হাসাহাসি দিন শেষ । যারা হাসবে বাংলা তাঁদের তাড়াবে । তাড়াচ্ছে ও । নির্ভয়ে বাংলা বলবেন । আপনি আমি জাত বাংলা । কোনো গুটকা খোর বা গুজ্জু দের আর জায়গা বাংলা দেবে না,2
"দুই নেএী কে জবাই করে , নতুন কাউকে আনা দরকার ",2
কোনটা স্কিপ করার বিষয় আমাদের গণমাধ্যম সেটাই বোঝেনা ,2
"বাংলাদেশে ক্যাসিনও পাবন চালু করছে , এই বেয়াদফকে আইনের আওতায় আনলে সব বেরিয়ে আসবে , ও যে কত বড় জুয়ারী ",2
"এটা শুধু বুয়েট নয় আরো পাবলিক ইউনিভার্সিটিতে এমন রেগিং হয় আর বুয়েটের মত একটা প্রতিষ্ঠানে এমন হলে চিন্তা করুন ছাত্র সমাজ যাবে কোথায় , ! / ",2
তাহলে লটারির নামে বন্ডামী করল কেন,2
শালার আমি ত পরিতেছিলাম কোন টাকা দিতে হবে না,2
ভাই মনে হয় সেই রকম সিগারেটখোর,2
এইসব মেয়েদেরকে পতিতার সাথে তুলনা করলেও ভুল হবে । পতিতারা তো পেটের ক্ষুধা মিটানোর জন্য এইসব কাজ করে আর ওরা তো যৌবনের ক্ষুধা মিটাইতে যায়,2
মার্ক উইনসের মুখে গু ভরে দিলেও সে হাসতে হাসতে খেয়ে ফেলবে,2
"খ্যাত ! বাঙালির ছেলে । ডালনা কি জিনিস্ , কলাপাতায় খাওয়া কি জিনিস জানে না ",2
নটির পুয়া হেটার ভিডিও বানাইসনি,2
হারামীর বাচ্চাদের বিচারের সিস্টেমস্ সম্পূর্ণ একতরফা,2
"এই , জানুয়ারের , বাচচাদের , পাশিচাই ",2
এই সব কুলাঙ্গারদের জন্মের কোনু ঠিক নাই,2
"আওয়ামী লীগের তৈরী এই সমস্ত কুলাংগার ছাত্রলীগ , অপরাধী কখনো জন্ম নেয়না , আওয়ামী লীগ আপরাথী তৈরী করে , পরে এদেরকে লালন পালন করে বড় করে তুলে ",2
প্রকাশে পাথর মেরে হত্যা করা হক সালাকে,2
কুত্তার বাচ্চারে ক্রসফায়ার দেওয়া উচিৎ,2
এই পি ভি আই আমাদেরও খতি করছে এরা মানুষ না পশু । এরা টাকার কাছে বিক্রি হয় এরা হলো জারক সন্তান,2
"মজার ব্যাপার হচ্ছে বলিভিয়া প্রেসিডেন্ট নিজেও আগুন নেভানোর কাজ করছে , আর বাংলাদেশের নেতাদের টয়লেটে গেলেও গাড়ি লাগে , আগে পিছে দেহরক্ষী থাকে বারো জন , প্রেসিডেন্ট তো পরের কথা , এলাকার মেম্বারের পিছনে থাকে পঞ্চাশ জন । মেজাজটা চরমে ওঠে গেছে ",2
এই পুলিশ টাকার বিনিময়ে কি না করতে পারে,2
ওয়েস্ট বেঙ্গলের বাঙালি খাবার ! কেন বাংলাদেশে হিন্দু নেই ? কোন দিন হিন্দু বাড়ি খান নি ,2
তাইলে বিষ না খেয়ে গলায়দড়ি না দিয়ে সরকার বিরোধী একটা পোস্ট করে দেন ছাত্রলীগ আপনারে মারার নিজ দায়িত্ব তাঁরা কদে তুলে নিবে,2
বাংলাদেশের টিভি চেনেল । আর খবর চুদাও রেন্ডিয়ার । কুত্তার বাচ্চা যমুনা টিভিকে সবাই বয়কট করুন ,2
"আরে ভাই আগুন তার মদদেই লাগাইসে । সে জমি চায় । লোভি ব্যাবসায়ী প্রেসিডেন্ট । , তার খালি চাষ আর খনির জমি লাগবে । এজন্য লোক দিয়া বন পুড়াইতেসে ",2
হায় রে মুসালমান বিশ্বের মাজে 1 নাম্বার কয়েক বার হইছে কুরআন প্রতি যুগিতায় তাদের কে খুযে বের করতে পারেন্না ,2
দয়া করে এত দামী দামী রেষ্টুরেন্টে না গিয়ে সাধারণ মানের রেষ্টুরেন্টেে ভিডিও করুন ,2
জুতা মারো এই বিরল প্রজাতি দলকে ,2
সালারা এই দেশের নাগরিক না তারা ভারতীয় এদেরকে লাতী মাইরা এই দেশ থেকে বের করা উচিত,2
"যারা ঢাকা থেকেছেন তারা বুঝবেন , ঢাকাতে যে পরিমান সরকারি প্রাইমারী স্কুল দরকার সে পরিমাণ সরকারি প্রাইমারী স্কুল নেই । আর যা আছে সেই স্কুলে প্রচুর ছাত্র ছাত্রী । , আর সেখানে ও চলে ব্যবসা ",2
হনুমানের জন্য খাবার দিলে হনুমানের কাছে পৌঁছাবে না,2
কুমির খাননা অথচ আল্লাহর নাম না নিয়ে জবেহকরা হারাম জিনিস চিকেন খাইলেন,2
"এই রকম ভাবে সকল রকমের ছাত্র রাজনীতি নিষিদ্ধ করা উচিত । বাবা মায়েরা অনেক কষ্ট করে তাদের সন্তানদের কে কলেজ ইউনিভার্সিটিতে পাঠান লেখাপড়া করে মানুষের মত মানুষ হওয়ার জন্য , রাজনীতি করে সন্ত্রাসী হয়ে জেল খাটার জন্য নয় ",2
শাসক রা যদি দুর্নীতিবাজ হয় তবে তার অঙ্গ সংগঠন রা তো দূর্নীতি করবে এটাই স্বাভাবিক,2
ক্রিস্ন করলে লিলাখেলা আস্রাফুল করলেই পাপ উচিত নিউজ করলে পাপনের মোডটাই খ্রাপ,2
অসাধারণ ? এমন একটা সময় হয়ত আসবে যখন ছাএলীগের নাম নিতেও দশ বার চিন্তা করবে ? অতি বাড়াবাড়ি পতনের লক্ষন,2
আমার এমনেই লুদি কম । লাগবে না আপনাদের টিপস ,2
"হায়রে বাংলাদেশ সারা বিশ্স জয় করে একজন কোরাআনের হাফেজ দেশে আইছে অদছ তার কোনো খোজ নায় আর একজন ছেলে গান গেয়েছে এইটা নিয়ে তোরপাড় দেশে আমাদের বিভেক কৈ গিয়ে দারাল , আল্লাহ আমাদের বুঝার তৌফিক দানকর ",2
"এই যে দাদু , নিজে খাচ্ছেন খান কিন্ত লোককে দেখানোর কি দরকার নাকি অহংকার করছেন । শুধু আপনি না আমরাও পারি ",2
বাংলাদেশের মিডিয়া জগৎ টা একেবারেই শেষ । +(নোংরা).,2
তোরে মাদার চোদেরে ব্যারাশ পায়ার করা দরকার ,2
"এই ভিডিও বানাতে অাপনাকে কত টাকা দিছে , অসাস্থ কর খাবার ",2
সব খ্রিস্টান মহিলার শাশুড়ী হাসিনার অবদান চালিয়ে যাও,2
মানুষ হত্যার শাস্তি যে কত ভয়াবহ যে নির অপরাধ মাুনষকে হত্যা করলো সে গোটা মানব জাতিকে হত্যা করেছে আর তার শাস্তি সে চিরকাল জাহান্নামে থাকবে সেখানে সে বাছবেও না মরবেও না আল কোরআন,2
এক জন মানুষের ভিডিও ফুটেজ দেখেও জদি পুলিশ আসামি দরতে না পারে । তাহলে তারা কিসের পুলিশ । তারা দালাল ,2
হায় আল্লাহ গজব পরে না কেনো,2
গাজাখোর জাতির গাজাখোর পুলিশ চুদি বাংলাদেশেরে,2
"দাদা সবই ভালো লাগলো , আপনি বাঙ্গালী হয়ে ছানার ডালনা চিনলেন না ",2
এই জুলুমের বিচার হবই একদিন,2
কখনও দেখলাম না মাশরাফির বাড়ি কিংবা মোস্তাফিজের বাড়ি দেখাতে । গরীব বলে কেউ মোস্তাফিজের বাড়ি দেখায় না ,2
মোল্লা ওবায়দুল্লাহ বাকিকে গ্রেফতার করা হোক,2
আমাদের দেশে এসব করার সাহস পায় সঠিক বিচার না থাকার কারনে,2
হাতটা একটু বেশি নারাচ্ছে,2
আসলেই রে ভাই । দেশের ভেতর পাবার সম্ভাবনা আমি দেখি না । আমিও পাইনি :,2
সাময়িক কেনো সারাজীবন এর জন্য বহিষ্কার করা হোক কুলাঙ্গার গুলা কে✌ ,2
হালার পুত ঘুঘু পাখি পাও কোথায় পাখি দরা নেষেধ,2
জানি এ দেশে মানুষ বিপদে থাকলে কেও এগিয়ে আসেনা,2
এই সব পুলিস কর্মকর্তার বাড়িতে হামলা কেরে তাদেরো হেনেস্ত করা হক,2
এই সব বদের হাড্ডি গুলোর উপযুক্ত শাস্তি হয় না বিধায়ই দেশে অরাজকতা বেড়েই চলছে,2
গরীবরা ভাতপায়না আর তরা,2
তুই পোঁদ মাড়া গিয়ে আললা কে দিয়ে নিজের গাঁড় মারা বান্চোদ,2
এত বেশী প্রাইজ অনেক টাকা নিলো,2
আপনার এই ভিডিওর রোস্ট থেকে টা কেন তেল আর মসলার সমুদ্রে ভেসে থাকা নৌকার মতো নয় তা ঠিক বুঝতে পারলাম না,2
কিছু বলবনা কিছু বললেই বলবে রাজাকার,2
ওলে বাবা রে ব্রিটিশ আইছে গো । তোদের মত চোদনাদের জন্য ব্যাটারি দেয়,2
সামরিক বহিষ্কার । হয়ছে বিচার সেশ । ফাসি দেয় নাই কেন ,2
এই পুলিশের বিরুদ্ধে রাষ্ট্রদ্রোহ মামলা দায়ের করা উচিত ,2
বালের সাময়িক ? এরা আবার ফিরে এসে আবারও হুগা মারবে সাধারন ছাত্র ছাত্রীদের ,2
হনুমান ঘুষ ছাড়া কি তোমার কাজ হবে । তোমার সাথে তো টাকা নাই তুমি বিচার পাবে না,2
ওই কুত্তার বাচ্ছাদের কে ফাসি দেয়া উচিৎ । কিসের সময় পার হয়ে গেছে ? সময়ের ঘুস্টি চুদি । উনার টাকা উনারে দেওয়া হউক,2
সে বলে কি ? ১০ ফুট মাটি সরে গেলেও নাকি সেতুর কিছু হবে না,2
* খুব শিগগির এদের আজাব আসতেছে ! অত্যাচারী কখনও বেশীদিন টিকেনা *,2
তুই সালা নামাজ না পড়ে ইউটিউবে কি করস । যা নামাজ পড় আর জান্নাতের টিকেট কিন । সালা যতোসব মাদারচোদ,2
"জনাব , অপ্রিয় সত্য কথা হলো , উপস্থাপক যতই ভাল করুক না কেন আপনার কাজের মান এর কারণে আমরা পুরোটা নিতে পারছিনা ",2
"পুলিশই বড় মা * * * চো * * * । এইদেশে একমাত্র পুলিশ যদি সোজা থাকতো তাইলে দেশে সন্ত্রাসী , অবৈধ কাজ দুর্নীতি কিছুই থাকতো না । অথচ তারা কাজ করে পা চাটা প্রাণীর মতো ",2
মক্তির স্বাদ কখনও পাবো বলে মনে হয় নাহ,2
আমাদের দেশে টেলেন্ট মানুষ আছে অনেক । কিন্তু সরকার এসব টেলেন্টদের কোন কাজে লাগাতে পারে না,2
এগুলো কুত্তার বাচ্চারা মানুষের বাচ্চা হলে এমন করতো না,2
"ক্ষমতা বেশি থাকলে , সবাই অপব্যবহার করে । কি আর করা গনতন্ত্র নেই । ক্ষমতা পরিবর্তন হবে কেমনে.  ",2
ওই মোটা মাগিটা খুব বেশী বক থেকে বক করে ওরে দেখেই গায়ে রাগ লাগিতেছিল,2
"উনাকে তো কাঁদতে আর কাঁদাতে দেখলাম না , কেন হেডলাইন মিথ্যা দিয়ে নিজেকে বেজন্মা জাহের করেন ? ",2
টাকার তো ভাগ উনি ও পেয়েছেন । উনি কি দোয়া তুলসী পাতা । উনি কি ভাবে এতো দিন বোর্ড চেয়ারম্যান পদে আছেন । কোন নির্বাচন ছাড়া । মোটা কথায় এরা সবাই চোর লুটেরা আওয়ামী লীগ ,2
পুলিশ হলো এই দেশের অার্বজনা,2
কুত্তার বাচ্চা ! কাকে বললাম মেনশন করুন,2
"ভ্যটেনারি ? পাবলিক পর্যায়ে বিজ্ঞাপন দেওয়ার আগে বানান ঠিক করবেন । আমাদের দেশে এই পেশার মূল্যায়ন না থাকার জন্যই হয়তো এই অবস্থা , ! অন্যান্য বিশ্বে এই পেশায় সব চেয়ে সম্মান জনক পেশা ",2
পাগল বাংগালি এই কারণে বেশি দিন বাঁচেনা এত মশলা লাগে ? মশলা ছাড়া আরো ভাল করা যায়,2
এরা সেই আমারদেশের পুলিশে যাদের জন্মের ঠিক নাই বা কনডম দুর্ঘটনায় জন্ম হয়েছে,2
"প্রবাসে থাকি , টাকার অভাবে দেশে যাইতে পারি না , আর এই খানকি মাগীর পুলারা বিনা পরিশ্রমে টাকার পাহাড় গড়ে তুলছে । ওদেরকে গুলি করে মারা উচিত ",2
"লাভ নাই কোন । তিনি বিসিএস দেন নাই , হোক প্রধানমন্ত্রী ",2
"ভাল ভাবে খতিয়ে দেখবে , পিবিআই প্রধান ডেভেলপার এর কাছ থেকে টাকা খেয়ে এমনটা করছে ",2
"পাপান কে পাপ মুক্তি দিয়ে রাখছে বাংলায় , শালার পাপুইন্না চাফাই গাওতাছো কেন , হেতের সম্পর্কে যাচাই করা হোক , সম্পদ এর পরিমান ",2
"ভাই , আমরা টাকা দিয়ে মরা মুরগি কে এফ সি দিয়া খাইতে পারি , কিন্তু উনি কমে দিলো কেন তা নিয়া নানা প্রশ্ন ",2
এইভাবে একটা দেশ চলতে পারে না এইভাবে একটা দেশ কোনদিন এগিয়ে যেতে পারে না এই গুলার পরিবর্তন দরকার । এইভাবে প্রজন্মের পর প্রজন্ম পুলিশের গোলাম হয়ে থাকতে পারে না,2
